range_start,range_end,AS_number,country_code,AS_description
60.0.0.0,60.12.7.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
60.12.8.0,60.28.8.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
60.28.9.0,60.30.2.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
60.30.3.0,60.31.139.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
60.31.140.0,60.31.155.255,139007,CN,UNICOM-NM-WULANCHABU-IDC UNICOM InnerMongolia province network
60.31.156.0,60.31.243.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
60.31.244.0,60.31.244.255,139007,CN,UNICOM-NM-WULANCHABU-IDC UNICOM InnerMongolia province network
60.31.245.0,60.31.255.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
60.32.0.0,60.47.255.255,4713,JP,OCN NTT Communications Corporation
60.163.133.0,60.163.141.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.163.142.0,60.163.143.255,136188,CN,CHINATELECOM-ZHEJIANG-NINGBO-IDC NINGBO, ZHEJIANG Province, P.R.China.
60.163.144.0,60.163.159.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.163.160.0,60.163.175.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.163.176.0,60.163.190.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.163.191.0,60.163.191.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.163.192.0,60.164.35.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.164.36.0,60.164.37.255,147038,CN,CHINANET-QINGYANG-IDC China Telecom
60.164.38.0,60.164.239.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.164.240.0,60.164.247.255,141998,CN,CHINANET-LANZHOU-IDC China Telecom
60.164.248.0,60.165.114.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.165.115.0,60.165.115.255,141998,CN,CHINANET-LANZHOU-IDC China Telecom
60.165.116.0,60.165.117.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.165.118.0,60.165.123.255,141998,CN,CHINANET-LANZHOU-IDC China Telecom
60.165.124.0,60.165.124.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.165.125.0,60.165.127.255,141998,CN,CHINANET-LANZHOU-IDC China Telecom
60.165.128.0,60.167.175.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.167.176.0,60.167.191.255,140527,Unknown,AS140527
60.167.192.0,60.170.10.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.170.11.0,60.170.11.255,142608,CN,CHINANET-ANHUI-BENGBU-IDC China Telecom
60.170.12.0,60.170.243.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.170.244.0,60.170.244.255,142608,CN,CHINANET-ANHUI-BENGBU-IDC China Telecom
60.170.245.0,60.187.255.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.188.0.0,60.188.15.255,58461,CN,CT-HANGZHOU-IDC No.288,Fu-chun Road
60.188.16.0,60.188.55.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.188.56.0,60.188.63.255,58461,CN,CT-HANGZHOU-IDC No.288,Fu-chun Road
60.188.64.0,60.188.127.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.188.128.0,60.188.135.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.188.136.0,60.188.143.255,58461,CN,CT-HANGZHOU-IDC No.288,Fu-chun Road
60.188.144.0,60.188.223.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.188.224.0,60.188.225.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.188.226.0,60.188.231.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.188.232.0,60.188.239.255,58461,CN,CT-HANGZHOU-IDC No.288,Fu-chun Road
60.188.240.0,60.188.242.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.188.243.0,60.188.250.255,58461,CN,CT-HANGZHOU-IDC No.288,Fu-chun Road
60.188.251.0,60.190.0.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.190.1.0,60.190.1.255,136188,CN,CHINATELECOM-ZHEJIANG-NINGBO-IDC NINGBO, ZHEJIANG Province, P.R.China.
60.190.2.0,60.190.30.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.190.31.0,60.190.31.255,136188,CN,CHINATELECOM-ZHEJIANG-NINGBO-IDC NINGBO, ZHEJIANG Province, P.R.China.
60.190.32.0,60.190.37.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.190.38.0,60.190.39.255,136188,CN,CHINATELECOM-ZHEJIANG-NINGBO-IDC NINGBO, ZHEJIANG Province, P.R.China.
60.190.40.0,60.190.62.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.190.63.0,60.190.63.255,136188,CN,CHINATELECOM-ZHEJIANG-NINGBO-IDC NINGBO, ZHEJIANG Province, P.R.China.
60.190.64.0,60.190.113.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.190.114.0,60.190.114.255,134771,CN,CHINATELECOM-ZHEJIANG-WENZHOU-IDC WENZHOU, ZHEJIANG Province, P.R.China.
60.190.115.0,60.190.117.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.190.118.0,60.190.119.255,134771,CN,CHINATELECOM-ZHEJIANG-WENZHOU-IDC WENZHOU, ZHEJIANG Province, P.R.China.
60.190.120.0,60.190.137.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.190.138.0,60.190.138.255,58461,CN,CT-HANGZHOU-IDC No.288,Fu-chun Road
60.190.139.0,60.190.201.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.190.202.0,60.190.203.255,58461,CN,CT-HANGZHOU-IDC No.288,Fu-chun Road
60.190.204.0,60.190.215.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.190.216.0,60.190.223.255,58461,CN,CT-HANGZHOU-IDC No.288,Fu-chun Road
60.190.224.0,60.190.233.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.190.234.0,60.190.235.255,58461,CN,CT-HANGZHOU-IDC No.288,Fu-chun Road
60.190.236.0,60.190.242.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.190.243.0,60.190.243.255,58461,CN,CT-HANGZHOU-IDC No.288,Fu-chun Road
60.190.244.0,60.191.56.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.57.0,60.191.57.255,58461,CN,CT-HANGZHOU-IDC No.288,Fu-chun Road
60.191.58.0,60.191.79.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.80.0,60.191.87.255,58461,CN,CT-HANGZHOU-IDC No.288,Fu-chun Road
60.191.88.0,60.191.135.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.136.0,60.191.137.255,58461,CN,CT-HANGZHOU-IDC No.288,Fu-chun Road
60.191.138.0,60.191.141.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.142.0,60.191.143.255,58461,CN,CT-HANGZHOU-IDC No.288,Fu-chun Road
60.191.144.0,60.191.191.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.192.0,60.191.192.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.191.193.0,60.191.195.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.196.0,60.191.196.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.191.197.0,60.191.201.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.202.0,60.191.202.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.191.203.0,60.191.204.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.205.0,60.191.205.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.191.206.0,60.191.219.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.220.0,60.191.223.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.191.224.0,60.191.228.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.229.0,60.191.229.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.191.230.0,60.191.230.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.231.0,60.191.232.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.191.233.0,60.191.238.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.239.0,60.191.239.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.191.240.0,60.191.247.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.248.0,60.191.249.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.191.250.0,60.191.251.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.252.0,60.191.252.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.191.253.0,60.191.253.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.191.254.0,60.191.254.255,136190,CN,CHINATELECOM-ZHEJIANG-JINHUA-IDC JINHUA, ZHEJIANG Province, P.R.China.
60.191.255.0,60.191.255.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.192.0.0,60.193.255.255,9595,Unknown,AS9595
60.194.0.0,60.195.255.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
60.195.248.0,60.195.255.255,4847,CN,CNIX-AP China Networks Inter-Exchange
60.196.0.0,60.196.0.255,9530,KR,SHINSEGAE-AS SHINSEGAE I C Co., Ltd.
60.196.1.0,60.196.12.255,3786,KR,LGDACOM LG DACOM Corporation
60.196.13.0,60.196.138.255,3786,KR,LGDACOM LG DACOM Corporation
60.196.139.0,60.196.139.255,9847,Unknown,AS9847
60.196.140.0,60.197.255.255,3786,KR,LGDACOM LG DACOM Corporation
60.198.0.0,60.198.26.255,9924,Unknown,AS9924
60.198.27.0,60.198.31.255,9924,Unknown,AS9924
60.198.32.0,60.198.33.255,24163,TW,UBBNET-AS-TW UNION BROADBAND NETWORK
60.198.34.0,60.198.47.255,9924,Unknown,AS9924
60.198.48.0,60.198.63.255,131597,TW,NCDTV-TW New Changhua Digital Cable TV CO,.Ltd
60.198.64.0,60.198.152.255,9924,Unknown,AS9924
60.198.153.0,60.198.155.255,17213,US,SSCLOUD
60.198.156.0,60.198.158.255,9924,Unknown,AS9924
60.198.159.0,60.198.159.255,17213,US,SSCLOUD
60.198.160.0,60.198.180.8,9924,Unknown,AS9924
60.198.180.9,60.199.9.1,9924,Unknown,AS9924
60.199.9.2,60.199.31.255,9924,Unknown,AS9924
60.199.32.0,60.199.49.255,9924,Unknown,AS9924
60.199.50.0,60.199.50.255,131634,TW,MOBATW-AS MOBA Private Limited Taiwan Branch
60.199.51.0,60.199.66.16,9924,Unknown,AS9924
60.199.66.17,60.199.132.28,9924,Unknown,AS9924
60.199.132.29,60.199.132.195,9924,Unknown,AS9924
60.199.132.196,60.199.145.255,9924,Unknown,AS9924
60.199.146.0,60.199.174.255,9924,Unknown,AS9924
60.199.175.0,60.199.176.255,9924,Unknown,AS9924
60.199.177.0,60.199.186.201,9924,Unknown,AS9924
60.199.186.202,60.199.186.243,9924,Unknown,AS9924
60.199.186.244,60.199.188.5,9924,Unknown,AS9924
60.199.188.6,60.199.188.57,9924,Unknown,AS9924
60.199.188.58,60.199.188.152,9924,Unknown,AS9924
60.199.188.153,60.199.188.255,9924,Unknown,AS9924
60.199.189.0,60.199.209.255,9924,Unknown,AS9924
60.199.210.0,60.199.212.103,9924,Unknown,AS9924
60.199.212.104,60.199.214.255,9924,Unknown,AS9924
60.199.215.0,60.199.224.90,9924,Unknown,AS9924
60.199.224.91,60.199.224.255,9924,Unknown,AS9924
60.199.225.0,60.199.226.255,9924,Unknown,AS9924
60.199.227.0,60.199.232.255,9924,Unknown,AS9924
60.199.233.0,60.199.235.111,9924,Unknown,AS9924
60.199.235.112,60.199.243.255,9924,Unknown,AS9924
60.199.244.0,60.199.247.255,9924,Unknown,AS9924
60.199.248.0,60.199.254.255,9924,Unknown,AS9924
60.199.255.0,60.199.255.255,9924,Unknown,AS9924
60.200.0.0,60.203.255.255,0,None,Not routed
60.204.0.0,60.204.1.255,55990,CN,HWCSNET Huawei Cloud Service data center
60.204.2.0,60.204.44.255,55990,CN,HWCSNET Huawei Cloud Service data center
60.204.45.0,60.204.63.255,55990,CN,HWCSNET Huawei Cloud Service data center
60.204.64.0,60.204.255.255,0,None,Not routed
60.205.0.0,60.205.133.255,37963,CN,ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.
60.205.134.0,60.205.255.255,37963,CN,ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.
60.206.0.0,60.207.255.255,4808,CN,CHINA169-BJ China Unicom Beijing Province Network
60.208.0.0,60.217.15.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
60.217.16.0,60.223.255.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
60.224.0.0,60.231.255.255,1221,AU,ASN-TELSTRA Telstra Corporation Ltd
60.232.0.0,60.232.127.255,0,None,Not routed
60.232.128.0,60.232.255.255,24143,CN,CNNIC-QCN-AP Qingdao Cable TV Network Center
60.233.0.0,60.233.255.255,0,None,Not routed
60.234.0.0,60.234.10.255,9790,NZ,VOCUSGROUPNZ VocusGroup
60.234.11.0,60.234.180.255,9790,NZ,VOCUSGROUPNZ VocusGroup
60.234.181.0,60.234.181.255,140220,NZ,SKYTELEVISION-AS-AP Sky Network Television Ltd
60.234.182.0,60.234.183.255,9790,NZ,VOCUSGROUPNZ VocusGroup
60.234.184.0,60.234.186.255,140220,NZ,SKYTELEVISION-AS-AP Sky Network Television Ltd
60.234.187.0,60.234.189.255,9790,NZ,VOCUSGROUPNZ VocusGroup
60.234.190.0,60.234.190.255,140220,NZ,SKYTELEVISION-AS-AP Sky Network Television Ltd
60.234.191.0,60.234.191.255,9790,NZ,VOCUSGROUPNZ VocusGroup
60.234.192.0,60.234.192.255,140220,NZ,SKYTELEVISION-AS-AP Sky Network Television Ltd
60.234.193.0,60.234.193.255,9790,NZ,VOCUSGROUPNZ VocusGroup
60.234.194.0,60.234.199.255,140220,NZ,SKYTELEVISION-AS-AP Sky Network Television Ltd
60.234.200.0,60.234.200.255,9790,NZ,VOCUSGROUPNZ VocusGroup
60.234.201.0,60.234.204.255,140220,NZ,SKYTELEVISION-AS-AP Sky Network Television Ltd
60.234.205.0,60.234.206.255,9790,NZ,VOCUSGROUPNZ VocusGroup
60.234.207.0,60.234.208.255,140220,NZ,SKYTELEVISION-AS-AP Sky Network Television Ltd
60.234.209.0,60.234.209.255,9790,NZ,VOCUSGROUPNZ VocusGroup
60.234.210.0,60.234.225.255,140220,NZ,SKYTELEVISION-AS-AP Sky Network Television Ltd
60.234.226.0,60.234.226.255,9790,NZ,VOCUSGROUPNZ VocusGroup
60.234.227.0,60.234.255.255,140220,NZ,SKYTELEVISION-AS-AP Sky Network Television Ltd
60.235.0.0,60.235.255.255,4134,CN,CHINANET-BACKBONE No.31,Jin-rong Street
60.236.0.0,60.239.255.255,2518,JP,BIGLOBE BIGLOBE Inc.
60.240.0.0,60.240.83.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.240.84.0,60.240.180.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.240.181.0,60.240.240.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.240.241.0,60.241.31.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.241.32.0,60.241.40.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.241.41.0,60.241.66.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.241.67.0,60.241.106.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.241.107.0,60.241.245.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.241.246.0,60.242.68.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.242.69.0,60.242.255.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.242.141.0,60.242.196.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.242.197.0,60.242.204.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.242.205.0,60.242.225.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.242.226.0,60.242.251.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.242.252.0,60.242.255.255,7545,AU,TPG-INTERNET-AP TPG Telecom Limited
60.243.0.0,60.243.177.255,17488,IN,HATHWAY-NET-AP Hathway IP Over Cable Internet
60.243.178.0,60.243.179.255,0,None,Not routed
60.243.180.0,60.243.243.255,17488,IN,HATHWAY-NET-AP Hathway IP Over Cable Internet
60.243.244.0,60.243.244.255,0,None,Not routed
60.243.245.0,60.243.246.255,17488,IN,HATHWAY-NET-AP Hathway IP Over Cable Internet
60.243.247.0,60.243.247.255,0,None,Not routed
60.243.248.0,60.243.255.255,17488,IN,HATHWAY-NET-AP Hathway IP Over Cable Internet
60.244.0.0,60.244.63.255,7482,TW,APOL-AS Asia Pacific On-line Service Inc.
60.244.64.0,60.244.70.255,24154,Unknown,AS24154
60.244.71.0,60.244.71.255,7482,TW,APOL-AS Asia Pacific On-line Service Inc.
60.244.72.0,60.244.73.255,24154,Unknown,AS24154
60.244.74.0,60.244.75.255,7482,TW,APOL-AS Asia Pacific On-line Service Inc.
60.244.76.0,60.244.77.255,24154,Unknown,AS24154
60.244.78.0,60.244.79.255,7482,TW,APOL-AS Asia Pacific On-line Service Inc.
60.244.80.0,60.244.96.255,24154,Unknown,AS24154
60.244.97.0,60.244.120.255,24154,Unknown,AS24154
60.244.121.0,60.244.127.255,24154,Unknown,AS24154
60.244.128.0,60.244.255.255,7482,TW,APOL-AS Asia Pacific On-line Service Inc.
60.245.0.0,60.245.11.255,9676,TW,SAVECOM-TW SaveCom Internation Inc.
60.245.12.0,60.245.27.255,9676,TW,SAVECOM-TW SaveCom Internation Inc.
60.245.28.0,60.245.63.255,9676,TW,SAVECOM-TW SaveCom Internation Inc.
60.245.64.0,60.245.95.255,9919,Unknown,AS9919
60.245.96.0,60.245.119.255,4780,TW,SEEDNET Digital United Inc.
60.245.120.0,60.245.127.255,38851,TW,TNET-NET TNET Communication Inc. 10F., No.78, Sec. 2, Chongxin Rd., Sanchong Dist.,New Taipei City, Taiwan R.O.C Taiwan 241
60.245.128.0,60.245.194.255,7497,CN,CSTNET-AS-AP Computer Network Information Center
60.245.195.0,60.245.255.255,7497,CN,CSTNET-AS-AP Computer Network Information Center
60.246.0.0,60.246.255.255,4609,MO,CTM-MO Companhia de Telecomunicacoes de Macau SARL
60.247.0.0,60.247.69.255,4847,CN,CNIX-AP China Networks Inter-Exchange
60.247.70.0,60.247.87.255,4847,CN,CNIX-AP China Networks Inter-Exchange
60.247.88.0,60.247.127.255,4847,CN,CNIX-AP China Networks Inter-Exchange
60.247.128.0,60.247.255.255,38283,CN,CHINANET-SCIDC-AS-AP CHINANET SiChuan Telecom Internet Data Center
60.248.0.0,60.251.29.39,3462,TW,HINET Data Communication Business Group
60.251.29.40,60.251.29.40,38726,VN,VTCDIGICOM-AS-VN VTC DIGICOM
60.251.29.41,60.251.255.255,3462,TW,HINET Data Communication Business Group
60.252.0.0,60.252.255.255,17968,CN,DQTNET Daqing zhongji petroleum telecommunication construction limited cpmpany
60.253.0.0,60.253.63.255,9981,Unknown,AS9981
60.253.64.0,60.253.95.255,4792,KR,SKCOMMS-AS-KR SK communications
60.253.96.0,60.253.127.255,38144,ID,JALAWAVE-AS-ID PT Jalawave Cakrawala
60.253.128.0,60.253.255.255,17964,Unknown,AS17964
60.254.0.0,60.254.26.255,17488,IN,HATHWAY-NET-AP Hathway IP Over Cable Internet
60.254.27.0,60.254.27.255,0,None,Not routed
60.254.28.0,60.254.127.255,17488,IN,HATHWAY-NET-AP Hathway IP Over Cable Internet
60.254.128.0,60.254.128.255,24319,SG,AKAMAI-TYO-AP Akamai Technologies Tokyo ASN
60.254.129.0,60.254.131.255,20940,NL,AKAMAI-ASN1
60.254.132.0,60.254.135.255,16625,US,AKAMAI-AS
60.254.136.0,60.254.148.255,20940,NL,AKAMAI-ASN1
60.254.149.0,60.254.152.255,20940,NL,AKAMAI-ASN1
60.254.153.0,60.254.153.255,24319,SG,AKAMAI-TYO-AP Akamai Technologies Tokyo ASN
60.254.154.0,60.254.167.255,20940,NL,AKAMAI-ASN1
60.254.168.0,60.254.171.255,16625,US,AKAMAI-AS
60.254.172.0,60.254.173.255,20940,NL,AKAMAI-ASN1
60.254.174.0,60.254.191.255,20940,NL,AKAMAI-ASN1
60.254.192.0,60.254.255.255,0,None,Not routed
60.255.0.0,60.255.255.255,4837,CN,CHINA169-BACKBONE CHINA UNICOM China169 Backbone
